q = [
0.012024, 0.011396, 0.018874, 0.035223, 0.057435, 0.105681, 0.188467, 0.461136, 0.853526;
0.009026, 0.009809, 0.019167, 0.033331, 0.045600, 0.118691, 0.253893, 0.423699, 0.869365;
0.007828, 0.010451, 0.020200, 0.033975, 0.057651, 0.105392, 0.236793, 0.483403, 0.838841;
0.008138, 0.010826, 0.019742, 0.034963, 0.068577, 0.112778, 0.223693, 0.434998, 0.847785;
0.007924, 0.010404, 0.019805, 0.034413, 0.077312, 0.101209, 0.232836, 0.478552, 0.811822;
0.008334, 0.012878, 0.014654, 0.030596, 0.058322, 0.109286, 0.233581, 0.440224, 0.925576;
0.009838, 0.010159, 0.017924, 0.033553, 0.056645, 0.134556, 0.224729, 0.468880, 0.822794;
0.008364, 0.011335, 0.016586, 0.028954, 0.070014, 0.128817, 0.195182, 0.430547, 0.807333;
0.006625, 0.010922, 0.018211, 0.032747, 0.066950, 0.123707, 0.227302, 0.539306, 0.871650;
0.007755, 0.010376, 0.019044, 0.034325, 0.064695, 0.116264, 0.226306, 0.409567, 0.883147;
0.006916, 0.010212, 0.020349, 0.034895, 0.064083, 0.118000, 0.232698, 0.425448, 0.882868;
0.008250, 0.010448, 0.018374, 0.034391, 0.051283, 0.114136, 0.225011, 0.425046, 0.827642;
0.008686, 0.013311, 0.017410, 0.035298, 0.060671, 0.109387, 0.246630, 0.487669, 0.816085;
0.006783, 0.010004, 0.019857, 0.035207, 0.067452, 0.102447, 0.231007, 0.467803, 0.894215;
0.008095, 0.010560, 0.020511, 0.034888, 0.062442, 0.118329, 0.192174, 0.418662, 0.886221;
0.008785, 0.010708, 0.019468, 0.038841, 0.067999, 0.126589, 0.214908, 0.434939, 0.842875;
0.008191, 0.011084, 0.021290, 0.027299, 0.063314, 0.111262, 0.225091, 0.478235, 0.797662;
0.008322, 0.011388, 0.017857, 0.025266, 0.070252, 0.111922, 0.218228, 0.407674, 0.847985;
0.007791, 0.010771, 0.019896, 0.031303, 0.065377, 0.109273, 0.229228, 0.436764, 0.829484;
0.007628, 0.009540, 0.018157, 0.028692, 0.064981, 0.104458, 0.223694, 0.459644, 0.809404;
0.006159, 0.010455, 0.017038, 0.031075, 0.050849, 0.111840, 0.229257, 0.518238, 0.838843;
